origin_id,destination_id,origin_store,destination_store,distance_meters,duration_seconds,duration_minutes
L46,L27,Crossword Bookstore,Chutneys Restaurant,28724,2212,36.87
L46,L9,Crossword Bookstore,Spencer's Retail,48513,4477,74.62
L46,L56,Crossword Bookstore,Malabar Gold & Diamonds,101189,5977,99.62
L8,L59,Nature's Basket,GRT Jewellers,80281,4849,80.82
L59,L56,GRT Jewellers,Malabar Gold & Diamonds,68282,4353,72.55
L27,L56,Chutneys Restaurant,Malabar Gold & Diamonds,80557,4933,82.22
L56,L9,Malabar Gold & Diamonds,Spencer's Retail,34644,2996,49.93
L9,L59,Spencer's Retail,GRT Jewellers,64411,4027,67.12
L9,L27,Spencer's Retail,Chutneys Restaurant,77562,4534,75.57
L46,L8,Crossword Bookstore,Nature's Basket,56641,3801,63.35
L56,L27,Malabar Gold & Diamonds,Chutneys Restaurant,80761,4927,82.12
L56,L8,Malabar Gold & Diamonds,Nature's Basket,49976,3877,64.62
L46,L59,Crossword Bookstore,GRT Jewellers,36127,2479,41.32
L56,L46,Malabar Gold & Diamonds,Crossword Bookstore,95252,6052,100.87
L59,L8,GRT Jewellers,Nature's Basket,81363,4873,81.22
L59,L9,GRT Jewellers,Spencer's Retail,66031,3992,66.53
L59,L27,GRT Jewellers,Chutneys Restaurant,14777,1299,21.65
L56,L59,Malabar Gold & Diamonds,GRT Jewellers,67610,4419,73.65
L9,L8,Spencer's Retail,Nature's Basket,23610,2691,44.85
L8,L46,Nature's Basket,Crossword Bookstore,57314,3896,64.93
L59,L46,GRT Jewellers,Crossword Bookstore,35724,2490,41.5
L59,L56,GRT Jewellers,Malabar Gold & Diamonds,68282,4353,72.55
L8,L46,Nature's Basket,Crossword Bookstore,57314,3896,64.93
L27,L46,Chutneys Restaurant,Crossword Bookstore,28642,2293,38.22
L27,L9,Chutneys Restaurant,Spencer's Retail,78306,4572,76.2
L9,L56,Spencer's Retail,Malabar Gold & Diamonds,34839,3136,52.27
L8,L59,Nature's Basket,GRT Jewellers,80281,4849,80.82
L9,L27,Spencer's Retail,Chutneys Restaurant,77562,4534,75.57
L27,L56,Chutneys Restaurant,Malabar Gold & Diamonds,80557,4933,82.22
L27,L59,Chutneys Restaurant,GRT Jewellers,13303,1418,23.63
L46,L59,Crossword Bookstore,GRT Jewellers,36127,2479,41.32
L9,L46,Spencer's Retail,Crossword Bookstore,49328,4488,74.8
L56,L8,Malabar Gold & Diamonds,Nature's Basket,49976,3877,64.62
L8,L56,Nature's Basket,Malabar Gold & Diamonds,40114,3967,66.12
L9,L8,Spencer's Retail,Nature's Basket,23610,2691,44.85
L46,L8,Crossword Bookstore,Nature's Basket,56641,3801,63.35
L46,L56,Crossword Bookstore,Malabar Gold & Diamonds,101189,5977,99.62
L46,L27,Crossword Bookstore,Chutneys Restaurant,28724,2212,36.87
L56,L9,Malabar Gold & Diamonds,Spencer's Retail,34644,2996,49.93
L27,L8,Chutneys Restaurant,Nature's Basket,79806,4767,79.45
L56,L27,Malabar Gold & Diamonds,Chutneys Restaurant,80761,4927,82.12
L56,L46,Malabar Gold & Diamonds,Crossword Bookstore,95252,6052,100.87
L59,L27,GRT Jewellers,Chutneys Restaurant,14777,1299,21.65
L59,L9,GRT Jewellers,Spencer's Retail,66031,3992,66.53
L9,L59,Spencer's Retail,GRT Jewellers,64411,4027,67.12
L8,L9,Nature's Basket,Spencer's Retail,24897,2847,47.45
L56,L59,Malabar Gold & Diamonds,GRT Jewellers,67610,4419,73.65
L59,L8,GRT Jewellers,Nature's Basket,81363,4873,81.22
L8,L27,Nature's Basket,Chutneys Restaurant,80401,4755,79.25
L46,L9,Crossword Bookstore,Spencer's Retail,48513,4477,74.62
L15,L57,Hyderabad Central,Joyalukkas,43542,3156,52.6
L34,L32,Concu Jubilee Hills,Karachi Bakery,44704,4151,69.18
L15,L1,Hyderabad Central,Ratnadeep Supermarket,33786,2612,43.53
L15,L32,Hyderabad Central,Karachi Bakery,76180,5541,92.35
L15,L5,Hyderabad Central,Reliance Smart Jubilee,73102,4708,78.47
L1,L32,Ratnadeep Supermarket,Karachi Bakery,55567,4347,72.45
L15,L34,Hyderabad Central,Concu Jubilee Hills,17541,2921,48.68
L1,L5,Ratnadeep Supermarket,Reliance Smart Jubilee,52490,3514,58.57
L57,L15,Joyalukkas,Hyderabad Central,25008,3404,56.73
L1,L34,Ratnadeep Supermarket,Concu Jubilee Hills,30585,2410,40.17
L57,L1,Joyalukkas,Ratnadeep Supermarket,18452,1917,31.95
L1,L57,Ratnadeep Supermarket,Joyalukkas,22930,1963,32.72
L34,L5,Concu Jubilee Hills,Reliance Smart Jubilee,28307,3049,50.82
L57,L34,Joyalukkas,Concu Jubilee Hills,12428,1655,27.58
L32,L15,Karachi Bakery,Hyderabad Central,81472,5650,94.17
L32,L1,Karachi Bakery,Ratnadeep Supermarket,60734,4460,74.33
L1,L15,Ratnadeep Supermarket,Hyderabad Central,33551,2555,42.58
L5,L32,Reliance Smart Jubilee,Karachi Bakery,35362,3684,61.4
L32,L5,Karachi Bakery,Reliance Smart Jubilee,37677,3550,59.17
L34,L15,Concu Jubilee Hills,Hyderabad Central,17806,2906,48.43
L5,L1,Reliance Smart Jubilee,Ratnadeep Supermarket,42249,3410,56.83
L34,L57,Concu Jubilee Hills,Joyalukkas,12271,1745,29.08
L5,L34,Reliance Smart Jubilee,Concu Jubilee Hills,24362,2902,48.37
L32,L34,Karachi Bakery,Concu Jubilee Hills,50010,4165,69.42
L34,L1,Concu Jubilee Hills,Ratnadeep Supermarket,31428,2570,42.83
L5,L15,Reliance Smart Jubilee,Hyderabad Central,62987,4600,76.67
L59,L46,GRT Jewellers,Crossword Bookstore,35724,2490,41.5
L8,L9,Nature's Basket,Spencer's Retail,24897,2847,47.45
L9,L46,Spencer's Retail,Crossword Bookstore,49328,4488,74.8
L8,L56,Nature's Basket,Malabar Gold & Diamonds,40114,3967,66.12
L8,L46,Nature's Basket,Crossword Bookstore,57314,3896,64.93
L9,L27,Spencer's Retail,Chutneys Restaurant,77562,4534,75.57
L27,L59,Chutneys Restaurant,GRT Jewellers,13303,1418,23.63
L8,L27,Nature's Basket,Chutneys Restaurant,80401,4755,79.25
L9,L59,Spencer's Retail,GRT Jewellers,64411,4027,67.12
L59,L56,GRT Jewellers,Malabar Gold & Diamonds,68282,4353,72.55
L9,L56,Spencer's Retail,Malabar Gold & Diamonds,34839,3136,52.27
L56,L8,Malabar Gold & Diamonds,Nature's Basket,49976,3877,64.62
L9,L8,Spencer's Retail,Nature's Basket,23610,2691,44.85
L27,L8,Chutneys Restaurant,Nature's Basket,79806,4767,79.45
L46,L27,Crossword Bookstore,Chutneys Restaurant,28724,2212,36.87
L46,L8,Crossword Bookstore,Nature's Basket,56641,3801,63.35
L27,L9,Chutneys Restaurant,Spencer's Retail,78306,4572,76.2
L46,L9,Crossword Bookstore,Spencer's Retail,48513,4477,74.62
L59,L27,GRT Jewellers,Chutneys Restaurant,14777,1299,21.65
L46,L56,Crossword Bookstore,Malabar Gold & Diamonds,101189,5977,99.62
L56,L9,Malabar Gold & Diamonds,Spencer's Retail,34644,2996,49.93
L8,L59,Nature's Basket,GRT Jewellers,80281,4849,80.82
L56,L46,Malabar Gold & Diamonds,Crossword Bookstore,95252,6052,100.87
L27,L46,Chutneys Restaurant,Crossword Bookstore,28642,2293,38.22
L56,L59,Malabar Gold & Diamonds,GRT Jewellers,67610,4419,73.65
L46,L59,Crossword Bookstore,GRT Jewellers,36127,2479,41.32
L59,L9,GRT Jewellers,Spencer's Retail,66031,3992,66.53
L59,L8,GRT Jewellers,Nature's Basket,81363,4873,81.22
L27,L56,Chutneys Restaurant,Malabar Gold & Diamonds,80557,4933,82.22
L56,L27,Malabar Gold & Diamonds,Chutneys Restaurant,80761,4927,82.12
L28,L32,Paradise Biryani Secunderabad,Karachi Bakery,12470,1457,24.28
L28,L39,Paradise Biryani Secunderabad,Apollo Pharmacy,30691,3315,55.25
L28,L4,Paradise Biryani Secunderabad,D-Mart Begumpet,38135,3712,61.87
L39,L32,Apollo Pharmacy,Karachi Bakery,38094,3863,64.38
L32,L39,Karachi Bakery,Apollo Pharmacy,38049,3722,62.03
L32,L4,Karachi Bakery,D-Mart Begumpet,47937,4508,75.13
L39,L28,Apollo Pharmacy,Paradise Biryani Secunderabad,28293,3040,50.67
L39,L4,Apollo Pharmacy,D-Mart Begumpet,27711,3021,50.35
L32,L28,Karachi Bakery,Paradise Biryani Secunderabad,12470,1460,24.33
L4,L39,D-Mart Begumpet,Apollo Pharmacy,28071,3013,50.22
L4,L28,D-Mart Begumpet,Paradise Biryani Secunderabad,36523,3468,57.8
L4,L32,D-Mart Begumpet,Karachi Bakery,46324,4291,71.52
L20,L43,Chennai Shopping Mall,Naturals Salon,13775,1586,26.43
L39,L22,Apollo Pharmacy,Croma Jubilee Hills,16964,1629,27.15
L43,L20,Naturals Salon,Chennai Shopping Mall,13180,1546,25.77
L20,L39,Chennai Shopping Mall,Apollo Pharmacy,21598,2602,43.37
L43,L39,Naturals Salon,Apollo Pharmacy,49250,3220,53.67
L22,L39,Croma Jubilee Hills,Apollo Pharmacy,16181,1438,23.97
L22,L43,Croma Jubilee Hills,Naturals Salon,32544,1998,33.3
L22,L20,Croma Jubilee Hills,Chennai Shopping Mall,20792,2316,38.6
L43,L22,Naturals Salon,Croma Jubilee Hills,33722,2075,34.58
L39,L20,Apollo Pharmacy,Chennai Shopping Mall,21757,2497,41.62
L39,L43,Apollo Pharmacy,Naturals Salon,48089,3185,53.08
L20,L22,Chennai Shopping Mall,Croma Jubilee Hills,21377,2525,42.08
L8,L27,Nature's Basket,Chutneys Restaurant,80401,4755,79.25
L8,L59,Nature's Basket,GRT Jewellers,80281,4849,80.82
L46,L27,Crossword Bookstore,Chutneys Restaurant,28724,2212,36.87
L27,L59,Chutneys Restaurant,GRT Jewellers,13303,1418,23.63
L8,L56,Nature's Basket,Malabar Gold & Diamonds,40114,3967,66.12
L27,L56,Chutneys Restaurant,Malabar Gold & Diamonds,80557,4933,82.22
L27,L9,Chutneys Restaurant,Spencer's Retail,78306,4572,76.2
L59,L56,GRT Jewellers,Malabar Gold & Diamonds,68282,4353,72.55
L9,L27,Spencer's Retail,Chutneys Restaurant,77562,4534,75.57
L8,L46,Nature's Basket,Crossword Bookstore,57314,3896,64.93
L8,L9,Nature's Basket,Spencer's Retail,24897,2847,47.45
L46,L8,Crossword Bookstore,Nature's Basket,56641,3801,63.35
L9,L8,Spencer's Retail,Nature's Basket,23610,2691,44.85
L46,L9,Crossword Bookstore,Spencer's Retail,48513,4477,74.62
L27,L46,Chutneys Restaurant,Crossword Bookstore,28642,2293,38.22
L9,L56,Spencer's Retail,Malabar Gold & Diamonds,34839,3136,52.27
L9,L59,Spencer's Retail,GRT Jewellers,64411,4027,67.12
L46,L59,Crossword Bookstore,GRT Jewellers,36127,2479,41.32
L56,L59,Malabar Gold & Diamonds,GRT Jewellers,67610,4419,73.65
L56,L8,Malabar Gold & Diamonds,Nature's Basket,49976,3877,64.62
L9,L46,Spencer's Retail,Crossword Bookstore,49328,4488,74.8
L56,L27,Malabar Gold & Diamonds,Chutneys Restaurant,80761,4927,82.12
L56,L46,Malabar Gold & Diamonds,Crossword Bookstore,95252,6052,100.87
L56,L9,Malabar Gold & Diamonds,Spencer's Retail,34644,2996,49.93
L59,L8,GRT Jewellers,Nature's Basket,81363,4873,81.22
L59,L27,GRT Jewellers,Chutneys Restaurant,14777,1299,21.65
L27,L8,Chutneys Restaurant,Nature's Basket,79806,4767,79.45
L59,L46,GRT Jewellers,Crossword Bookstore,35724,2490,41.5
L46,L56,Crossword Bookstore,Malabar Gold & Diamonds,101189,5977,99.62
L59,L9,GRT Jewellers,Spencer's Retail,66031,3992,66.53
L8,L46,Nature's Basket,Crossword Bookstore,57314,3896,64.93
L9,L8,Spencer's Retail,Nature's Basket,23610,2691,44.85
L8,L27,Nature's Basket,Chutneys Restaurant,80401,4755,79.25
L9,L27,Spencer's Retail,Chutneys Restaurant,77562,4534,75.57
L59,L46,GRT Jewellers,Crossword Bookstore,35724,2490,41.5
L8,L56,Nature's Basket,Malabar Gold & Diamonds,40114,3967,66.12
L27,L8,Chutneys Restaurant,Nature's Basket,79806,4767,79.45
L27,L46,Chutneys Restaurant,Crossword Bookstore,28642,2293,38.22
L8,L59,Nature's Basket,GRT Jewellers,80281,4849,80.82
L27,L56,Chutneys Restaurant,Malabar Gold & Diamonds,80557,4933,82.22
L46,L8,Crossword Bookstore,Nature's Basket,56641,3801,63.35
L46,L27,Crossword Bookstore,Chutneys Restaurant,28724,2212,36.87
L9,L59,Spencer's Retail,GRT Jewellers,64411,4027,67.12
L56,L8,Malabar Gold & Diamonds,Nature's Basket,49976,3877,64.62
L56,L27,Malabar Gold & Diamonds,Chutneys Restaurant,80761,4927,82.12
L27,L59,Chutneys Restaurant,GRT Jewellers,13303,1418,23.63
L46,L56,Crossword Bookstore,Malabar Gold & Diamonds,101189,5977,99.62
L46,L9,Crossword Bookstore,Spencer's Retail,48513,4477,74.62
L59,L56,GRT Jewellers,Malabar Gold & Diamonds,68282,4353,72.55
L56,L9,Malabar Gold & Diamonds,Spencer's Retail,34644,2996,49.93
L27,L9,Chutneys Restaurant,Spencer's Retail,78306,4572,76.2
L59,L27,GRT Jewellers,Chutneys Restaurant,14777,1299,21.65
L56,L59,Malabar Gold & Diamonds,GRT Jewellers,67610,4419,73.65
L59,L9,GRT Jewellers,Spencer's Retail,66031,3992,66.53
L59,L8,GRT Jewellers,Nature's Basket,81363,4873,81.22
L8,L9,Nature's Basket,Spencer's Retail,24897,2847,47.45
L9,L46,Spencer's Retail,Crossword Bookstore,49328,4488,74.8
L56,L46,Malabar Gold & Diamonds,Crossword Bookstore,95252,6052,100.87
L46,L59,Crossword Bookstore,GRT Jewellers,36127,2479,41.32
L9,L56,Spencer's Retail,Malabar Gold & Diamonds,34839,3136,52.27
L7,L35,Q-Mart Gachibowli,Roastery Coffee House,62134,4605,76.75
L35,L15,Roastery Coffee House,Hyderabad Central,14230,1744,29.07
L15,L35,Hyderabad Central,Roastery Coffee House,15858,2065,34.42
L7,L15,Q-Mart Gachibowli,Hyderabad Central,28799,4032,67.2
L35,L7,Roastery Coffee House,Q-Mart Gachibowli,70113,4662,77.7
L15,L7,Hyderabad Central,Q-Mart Gachibowli,30299,4280,71.33
L27,L46,Chutneys Restaurant,Crossword Bookstore,28642,2293,38.22
L59,L56,GRT Jewellers,Malabar Gold & Diamonds,68282,4353,72.55
L59,L46,GRT Jewellers,Crossword Bookstore,35724,2490,41.5
L27,L9,Chutneys Restaurant,Spencer's Retail,78306,4572,76.2
L27,L56,Chutneys Restaurant,Malabar Gold & Diamonds,80557,4933,82.22
L9,L27,Spencer's Retail,Chutneys Restaurant,77562,4534,75.57
L9,L56,Spencer's Retail,Malabar Gold & Diamonds,34839,3136,52.27
L9,L59,Spencer's Retail,GRT Jewellers,64411,4027,67.12
L46,L9,Crossword Bookstore,Spencer's Retail,48513,4477,74.62
L56,L27,Malabar Gold & Diamonds,Chutneys Restaurant,80761,4927,82.12
L46,L56,Crossword Bookstore,Malabar Gold & Diamonds,101189,5977,99.62
L56,L9,Malabar Gold & Diamonds,Spencer's Retail,34644,2996,49.93
L46,L59,Crossword Bookstore,GRT Jewellers,36127,2479,41.32
L56,L46,Malabar Gold & Diamonds,Crossword Bookstore,95252,6052,100.87
L56,L59,Malabar Gold & Diamonds,GRT Jewellers,67610,4419,73.65
L9,L46,Spencer's Retail,Crossword Bookstore,49328,4488,74.8
L59,L27,GRT Jewellers,Chutneys Restaurant,14777,1299,21.65
L46,L27,Crossword Bookstore,Chutneys Restaurant,28724,2212,36.87
L59,L9,GRT Jewellers,Spencer's Retail,66031,3992,66.53
L27,L59,Chutneys Restaurant,GRT Jewellers,13303,1418,23.63
L7,L3,Q-Mart Gachibowli,Heritage Fresh,35441,4653,77.55
L3,L7,Heritage Fresh,Q-Mart Gachibowli,36772,4783,79.72
L48,L51,Decathlon Madhapur,Adidas Originals,8057,1296,21.6
L51,L30,Adidas Originals,Shah Ghouse Gachibowli,23715,2750,45.83
L48,L30,Decathlon Madhapur,Shah Ghouse Gachibowli,20886,2424,40.4
L30,L51,Shah Ghouse Gachibowli,Adidas Originals,23907,2749,45.82
L51,L48,Adidas Originals,Decathlon Madhapur,8057,1218,20.3
L51,L47,Adidas Originals,Himalaya Book World,52179,4511,75.18
L30,L47,Shah Ghouse Gachibowli,Himalaya Book World,58888,4094,68.23
L47,L48,Himalaya Book World,Decathlon Madhapur,49469,4068,67.8
L7,L47,Q-Mart Gachibowli,Himalaya Book World,20483,2555,42.58
L7,L48,Q-Mart Gachibowli,Decathlon Madhapur,43445,3993,66.55
L45,L47,Lakme Salon,Himalaya Book World,34505,3696,61.6
L47,L7,Himalaya Book World,Q-Mart Gachibowli,20837,2705,45.08
L47,L30,Himalaya Book World,Shah Ghouse Gachibowli,58236,4074,67.9
L48,L45,Decathlon Madhapur,Lakme Salon,31824,4457,74.28
L30,L48,Shah Ghouse Gachibowli,Decathlon Madhapur,21078,2355,39.25
L30,L3,Shah Ghouse Gachibowli,Heritage Fresh,47720,3407,56.78
L45,L51,Lakme Salon,Adidas Originals,38240,5161,86.02
L48,L47,Decathlon Madhapur,Himalaya Book World,50400,4228,70.47
L47,L45,Himalaya Book World,Lakme Salon,33697,3666,61.1
L48,L7,Decathlon Madhapur,Q-Mart Gachibowli,51111,4099,68.32
L51,L7,Adidas Originals,Q-Mart Gachibowli,52890,4382,73.03
L7,L45,Q-Mart Gachibowli,Lakme Salon,12618,2048,34.13
L47,L51,Himalaya Book World,Adidas Originals,49941,4343,72.38
L45,L7,Lakme Salon,Q-Mart Gachibowli,15259,2231,37.18
L45,L30,Lakme Salon,Shah Ghouse Gachibowli,17805,2661,44.35
L51,L3,Adidas Originals,Heritage Fresh,63658,5054,84.23
L45,L3,Lakme Salon,Heritage Fresh,28162,3643,60.72
L30,L7,Shah Ghouse Gachibowli,Q-Mart Gachibowli,59599,3965,66.08
L30,L45,Shah Ghouse Gachibowli,Lakme Salon,19108,2712,45.2
L7,L51,Q-Mart Gachibowli,Adidas Originals,43916,4268,71.13
L48,L3,Decathlon Madhapur,Heritage Fresh,60829,4728,78.8
L47,L3,Himalaya Book World,Heritage Fresh,84633,5402,90.03
L51,L45,Adidas Originals,Lakme Salon,31132,4572,76.2
L3,L30,Heritage Fresh,Shah Ghouse Gachibowli,47931,3486,58.1
L7,L30,Q-Mart Gachibowli,Shah Ghouse Gachibowli,52212,3999,66.65
L3,L47,Heritage Fresh,Himalaya Book World,84353,5275,87.92
L3,L51,Heritage Fresh,Adidas Originals,63829,5033,83.88
L45,L48,Lakme Salon,Decathlon Madhapur,32518,4356,72.6
L3,L48,Heritage Fresh,Decathlon Madhapur,61000,4640,77.33
L3,L45,Heritage Fresh,Lakme Salon,27866,3815,63.58
L4,L39,D-Mart Begumpet,Apollo Pharmacy,28071,3013,50.22
L39,L4,Apollo Pharmacy,D-Mart Begumpet,27711,3021,50.35
L39,L32,Apollo Pharmacy,Karachi Bakery,38094,3863,64.38
L32,L39,Karachi Bakery,Apollo Pharmacy,38049,3722,62.03
L4,L32,D-Mart Begumpet,Karachi Bakery,46324,4291,71.52
L32,L4,Karachi Bakery,D-Mart Begumpet,47937,4508,75.13
L59,L46,GRT Jewellers,Crossword Bookstore,35724,2490,41.5
L27,L46,Chutneys Restaurant,Crossword Bookstore,28642,2293,38.22
L9,L27,Spencer's Retail,Chutneys Restaurant,77562,4534,75.57
L27,L59,Chutneys Restaurant,GRT Jewellers,13303,1418,23.63
L27,L9,Chutneys Restaurant,Spencer's Retail,78306,4572,76.2
L59,L56,GRT Jewellers,Malabar Gold & Diamonds,68282,4353,72.55
L27,L56,Chutneys Restaurant,Malabar Gold & Diamonds,80557,4933,82.22
L9,L46,Spencer's Retail,Crossword Bookstore,49328,4488,74.8
L9,L59,Spencer's Retail,GRT Jewellers,64411,4027,67.12
L46,L27,Crossword Bookstore,Chutneys Restaurant,28724,2212,36.87
L56,L46,Malabar Gold & Diamonds,Crossword Bookstore,95252,6052,100.87
L46,L9,Crossword Bookstore,Spencer's Retail,48513,4477,74.62
L46,L56,Crossword Bookstore,Malabar Gold & Diamonds,101189,5977,99.62
L9,L56,Spencer's Retail,Malabar Gold & Diamonds,34839,3136,52.27
L46,L59,Crossword Bookstore,GRT Jewellers,36127,2479,41.32
L56,L9,Malabar Gold & Diamonds,Spencer's Retail,34644,2996,49.93
L56,L27,Malabar Gold & Diamonds,Chutneys Restaurant,80761,4927,82.12
L59,L27,GRT Jewellers,Chutneys Restaurant,14777,1299,21.65
L59,L9,GRT Jewellers,Spencer's Retail,66031,3992,66.53
L56,L59,Malabar Gold & Diamonds,GRT Jewellers,67610,4419,73.65
L15,L1,Hyderabad Central,Ratnadeep Supermarket,33786,2612,43.53
L15,L57,Hyderabad Central,Joyalukkas,43542,3156,52.6
L1,L5,Ratnadeep Supermarket,Reliance Smart Jubilee,52490,3514,58.57
L15,L34,Hyderabad Central,Concu Jubilee Hills,17541,2921,48.68
L1,L34,Ratnadeep Supermarket,Concu Jubilee Hills,30585,2410,40.17
L15,L32,Hyderabad Central,Karachi Bakery,76180,5541,92.35
L1,L32,Ratnadeep Supermarket,Karachi Bakery,55567,4347,72.45
L34,L32,Concu Jubilee Hills,Karachi Bakery,44704,4151,69.18
L1,L57,Ratnadeep Supermarket,Joyalukkas,22930,1963,32.72
L57,L15,Joyalukkas,Hyderabad Central,25008,3404,56.73
L32,L1,Karachi Bakery,Ratnadeep Supermarket,60734,4460,74.33
L57,L34,Joyalukkas,Concu Jubilee Hills,12428,1655,27.58
L57,L1,Joyalukkas,Ratnadeep Supermarket,18452,1917,31.95
L32,L34,Karachi Bakery,Concu Jubilee Hills,50010,4165,69.42
L32,L15,Karachi Bakery,Hyderabad Central,81472,5650,94.17
L5,L1,Reliance Smart Jubilee,Ratnadeep Supermarket,42249,3410,56.83
L5,L15,Reliance Smart Jubilee,Hyderabad Central,62987,4600,76.67
L34,L57,Concu Jubilee Hills,Joyalukkas,12271,1745,29.08
L34,L15,Concu Jubilee Hills,Hyderabad Central,17806,2906,48.43
L5,L34,Reliance Smart Jubilee,Concu Jubilee Hills,24362,2902,48.37
L34,L1,Concu Jubilee Hills,Ratnadeep Supermarket,31428,2570,42.83
L5,L32,Reliance Smart Jubilee,Karachi Bakery,35362,3684,61.4
L1,L15,Ratnadeep Supermarket,Hyderabad Central,33551,2555,42.58
L34,L5,Concu Jubilee Hills,Reliance Smart Jubilee,28307,3049,50.82
L32,L5,Karachi Bakery,Reliance Smart Jubilee,37677,3550,59.17
L15,L5,Hyderabad Central,Reliance Smart Jubilee,73102,4708,78.47
L59,L56,GRT Jewellers,Malabar Gold & Diamonds,68282,4353,72.55
L27,L56,Chutneys Restaurant,Malabar Gold & Diamonds,80557,4933,82.22
L9,L27,Spencer's Retail,Chutneys Restaurant,77562,4534,75.57
L9,L46,Spencer's Retail,Crossword Bookstore,49328,4488,74.8
L59,L46,GRT Jewellers,Crossword Bookstore,35724,2490,41.5
L46,L56,Crossword Bookstore,Malabar Gold & Diamonds,101189,5977,99.62
L9,L56,Spencer's Retail,Malabar Gold & Diamonds,34839,3136,52.27
L9,L59,Spencer's Retail,GRT Jewellers,64411,4027,67.12
L27,L59,Chutneys Restaurant,GRT Jewellers,13303,1418,23.63
L56,L9,Malabar Gold & Diamonds,Spencer's Retail,34644,2996,49.93
L46,L59,Crossword Bookstore,GRT Jewellers,36127,2479,41.32
L56,L59,Malabar Gold & Diamonds,GRT Jewellers,67610,4419,73.65
L27,L46,Chutneys Restaurant,Crossword Bookstore,28642,2293,38.22
L59,L27,GRT Jewellers,Chutneys Restaurant,14777,1299,21.65
L56,L46,Malabar Gold & Diamonds,Crossword Bookstore,95252,6052,100.87
L46,L9,Crossword Bookstore,Spencer's Retail,48513,4477,74.62
L59,L9,GRT Jewellers,Spencer's Retail,66031,3992,66.53
L56,L27,Malabar Gold & Diamonds,Chutneys Restaurant,80761,4927,82.12
L46,L27,Crossword Bookstore,Chutneys Restaurant,28724,2212,36.87
L27,L9,Chutneys Restaurant,Spencer's Retail,78306,4572,76.2
L5,L15,Reliance Smart Jubilee,Hyderabad Central,62987,4600,76.67
L15,L5,Hyderabad Central,Reliance Smart Jubilee,73102,4708,78.47
L15,L57,Hyderabad Central,Joyalukkas,43542,3156,52.6
L1,L32,Ratnadeep Supermarket,Karachi Bakery,55567,4347,72.45
L1,L5,Ratnadeep Supermarket,Reliance Smart Jubilee,52490,3514,58.57
L57,L34,Joyalukkas,Concu Jubilee Hills,12428,1655,27.58
L57,L1,Joyalukkas,Ratnadeep Supermarket,18452,1917,31.95
L32,L5,Karachi Bakery,Reliance Smart Jubilee,37677,3550,59.17
L1,L15,Ratnadeep Supermarket,Hyderabad Central,33551,2555,42.58
L32,L15,Karachi Bakery,Hyderabad Central,81472,5650,94.17
L57,L15,Joyalukkas,Hyderabad Central,25008,3404,56.73
L1,L34,Ratnadeep Supermarket,Concu Jubilee Hills,30585,2410,40.17
L15,L34,Hyderabad Central,Concu Jubilee Hills,17541,2921,48.68
L32,L34,Karachi Bakery,Concu Jubilee Hills,50010,4165,69.42
L5,L1,Reliance Smart Jubilee,Ratnadeep Supermarket,42249,3410,56.83
L5,L32,Reliance Smart Jubilee,Karachi Bakery,35362,3684,61.4
L5,L34,Reliance Smart Jubilee,Concu Jubilee Hills,24362,2902,48.37
L34,L1,Concu Jubilee Hills,Ratnadeep Supermarket,31428,2570,42.83
L34,L57,Concu Jubilee Hills,Joyalukkas,12271,1745,29.08
L34,L15,Concu Jubilee Hills,Hyderabad Central,17806,2906,48.43
L34,L32,Concu Jubilee Hills,Karachi Bakery,44704,4151,69.18
L34,L5,Concu Jubilee Hills,Reliance Smart Jubilee,28307,3049,50.82
L15,L32,Hyderabad Central,Karachi Bakery,76180,5541,92.35
L1,L57,Ratnadeep Supermarket,Joyalukkas,22930,1963,32.72
L15,L1,Hyderabad Central,Ratnadeep Supermarket,33786,2612,43.53
L32,L1,Karachi Bakery,Ratnadeep Supermarket,60734,4460,74.33
L46,L27,Crossword Bookstore,Chutneys Restaurant,28724,2212,36.87
L56,L9,Malabar Gold & Diamonds,Spencer's Retail,34644,2996,49.93
L46,L9,Crossword Bookstore,Spencer's Retail,48513,4477,74.62
L9,L59,Spencer's Retail,GRT Jewellers,64411,4027,67.12
L56,L46,Malabar Gold & Diamonds,Crossword Bookstore,95252,6052,100.87
L27,L9,Chutneys Restaurant,Spencer's Retail,78306,4572,76.2
L59,L9,GRT Jewellers,Spencer's Retail,66031,3992,66.53
L27,L59,Chutneys Restaurant,GRT Jewellers,13303,1418,23.63
L9,L46,Spencer's Retail,Crossword Bookstore,49328,4488,74.8
L46,L56,Crossword Bookstore,Malabar Gold & Diamonds,101189,5977,99.62
L9,L56,Spencer's Retail,Malabar Gold & Diamonds,34839,3136,52.27
L59,L46,GRT Jewellers,Crossword Bookstore,35724,2490,41.5
L59,L56,GRT Jewellers,Malabar Gold & Diamonds,68282,4353,72.55
L59,L27,GRT Jewellers,Chutneys Restaurant,14777,1299,21.65
L27,L46,Chutneys Restaurant,Crossword Bookstore,28642,2293,38.22
L56,L59,Malabar Gold & Diamonds,GRT Jewellers,67610,4419,73.65
L56,L27,Malabar Gold & Diamonds,Chutneys Restaurant,80761,4927,82.12
L27,L56,Chutneys Restaurant,Malabar Gold & Diamonds,80557,4933,82.22
L9,L27,Spencer's Retail,Chutneys Restaurant,77562,4534,75.57
L46,L59,Crossword Bookstore,GRT Jewellers,36127,2479,41.32
L45,L3,Lakme Salon,Heritage Fresh,28162,3643,60.72
