trip_id,driver_id,date,stop_number,location_id,store_name,latitude,longitude,arrival_time,visit_duration_min,distance_to_next_km,travel_time_to_next_min
121,D1,2026-04-11,5,L22,Croma Jubilee Hills,17.265361,78.389728,13:48,15,20.52,30.8
121,D1,2026-04-11,6,L10,Metro Cash & Carry,17.286126,78.581747,14:44,19,16.39,24.6
121,D1,2026-04-11,7,L55,Khazana Jewellers,17.37524,78.458788,15:35,37,0.0,0.0
122,D2,2026-04-11,1,L43,Naturals Salon,17.261136,78.581255,08:45,26,36.61,54.9
122,D2,2026-04-11,2,L44,Page 3 Luxury Salon,17.5814,78.661217,10:13,29,12.42,18.6
122,D2,2026-04-11,3,L3,Heritage Fresh,17.47068,78.64609,11:10,39,25.63,38.4
122,D2,2026-04-11,4,L39,Apollo Pharmacy,17.373906,78.426862,12:33,33,20.98,31.5
122,D2,2026-04-11,5,L26,Fabindia Gachibowli,17.550547,78.357339,13:48,34,23.47,35.2
122,D2,2026-04-11,6,L53,Bata Shoe Store,17.571565,78.577633,15:05,24,0.0,0.0
123,D3,2026-04-11,1,L17,Mebaz Banjara Hills,17.509227,78.692611,08:00,11,24.57,36.9
123,D3,2026-04-11,2,L59,GRT Jewellers,17.291577,78.65271,08:56,12,30.47,45.7
123,D3,2026-04-11,3,L41,Kimmee's Salon,17.565051,78.635259,10:05,18,23.78,35.7
123,D3,2026-04-11,4,L52,Puma Store,17.548973,78.411569,11:05,36,31.62,47.4
123,D3,2026-04-11,5,L22,Croma Jubilee Hills,17.265361,78.389728,12:33,22,20.52,30.8
123,D3,2026-04-11,6,L10,Metro Cash & Carry,17.286126,78.581747,13:39,27,16.39,24.6
123,D3,2026-04-11,7,L55,Khazana Jewellers,17.37524,78.458788,14:41,20,0.0,0.0
124,D4,2026-04-11,1,L45,Lakme Salon,17.439578,78.444303,08:30,40,20.7,31.0
124,D4,2026-04-11,2,L47,Himalaya Book World,17.295781,78.320436,09:50,27,39.65,59.5
124,D4,2026-04-11,3,L3,Heritage Fresh,17.47068,78.64609,11:21,15,26.13,39.2
124,D4,2026-04-11,4,L7,Q-Mart Gachibowli,17.367808,78.424605,12:20,23,0.0,0.0
125,D5,2026-04-11,1,L42,Green Trends,17.536668,78.453831,08:30,38,25.5,38.2
125,D5,2026-04-11,2,L17,Mebaz Banjara Hills,17.509227,78.692611,09:54,17,42.84,64.3
125,D5,2026-04-11,3,L23,Reliance Digital,17.287846,78.362141,11:29,19,15.9,23.9
125,D5,2026-04-11,4,L25,IKEA Hyderabad,17.360466,78.233094,12:26,33,26.64,40.0
125,D5,2026-04-11,5,L15,Hyderabad Central,17.554181,78.380818,13:46,21,0.0,0.0
126,D6,2026-04-11,1,L17,Mebaz Banjara Hills,17.509227,78.692611,09:00,28,24.57,36.9
126,D6,2026-04-11,2,L59,GRT Jewellers,17.291577,78.65271,10:09,28,30.47,45.7
126,D6,2026-04-11,3,L41,Kimmee's Salon,17.565051,78.635259,11:37,24,23.78,35.7
126,D6,2026-04-11,4,L52,Puma Store,17.548973,78.411569,12:45,30,31.62,47.4
126,D6,2026-04-11,5,L22,Croma Jubilee Hills,17.265361,78.389728,14:09,25,20.52,30.8
126,D6,2026-04-11,6,L10,Metro Cash & Carry,17.286126,78.581747,15:17,17,16.39,24.6
126,D6,2026-04-11,7,L55,Khazana Jewellers,17.37524,78.458788,16:06,31,0.0,0.0
127,D7,2026-04-11,1,L43,Naturals Salon,17.261136,78.581255,08:30,11,36.61,54.9
127,D7,2026-04-11,2,L44,Page 3 Luxury Salon,17.5814,78.661217,09:49,28,12.42,18.6
127,D7,2026-04-11,3,L3,Heritage Fresh,17.47068,78.64609,10:50,36,25.63,38.4
127,D7,2026-04-11,4,L39,Apollo Pharmacy,17.373906,78.426862,12:10,10,20.98,31.5
127,D7,2026-04-11,5,L26,Fabindia Gachibowli,17.550547,78.357339,12:57,18,23.47,35.2
127,D7,2026-04-11,6,L53,Bata Shoe Store,17.571565,78.577633,13:58,23,0.0,0.0
128,D8,2026-04-11,1,L42,Green Trends,17.536668,78.453831,10:30,40,25.5,38.2
128,D8,2026-04-11,2,L17,Mebaz Banjara Hills,17.509227,78.692611,11:56,22,42.84,64.3
128,D8,2026-04-11,3,L23,Reliance Digital,17.287846,78.362141,13:35,21,15.9,23.9
128,D8,2026-04-11,4,L25,IKEA Hyderabad,17.360466,78.233094,14:27,25,26.64,40.0
128,D8,2026-04-11,5,L15,Hyderabad Central,17.554181,78.380818,15:37,14,0.0,0.0
129,D9,2026-04-11,1,L17,Mebaz Banjara Hills,17.509227,78.692611,09:30,28,24.57,36.9
129,D9,2026-04-11,2,L59,GRT Jewellers,17.291577,78.65271,10:47,18,30.47,45.7
129,D9,2026-04-11,3,L41,Kimmee's Salon,17.565051,78.635259,11:56,38,23.78,35.7
129,D9,2026-04-11,4,L52,Puma Store,17.548973,78.411569,13:21,30,31.62,47.4
129,D9,2026-04-11,5,L22,Croma Jubilee Hills,17.265361,78.389728,14:46,20,20.52,30.8
129,D9,2026-04-11,6,L10,Metro Cash & Carry,17.286126,78.581747,15:45,13,16.39,24.6
129,D9,2026-04-11,7,L55,Khazana Jewellers,17.37524,78.458788,16:36,14,0.0,0.0
130,D10,2026-04-11,1,L42,Green Trends,17.536668,78.453831,10:15,26,25.5,38.2
130,D10,2026-04-11,2,L17,Mebaz Banjara Hills,17.509227,78.692611,11:30,18,42.84,64.3
130,D10,2026-04-11,3,L23,Reliance Digital,17.287846,78.362141,13:07,35,15.9,23.9
130,D10,2026-04-11,4,L25,IKEA Hyderabad,17.360466,78.233094,14:18,30,26.64,40.0
130,D10,2026-04-11,5,L15,Hyderabad Central,17.554181,78.380818,15:40,10,0.0,0.0
131,D11,2026-04-11,1,L45,Lakme Salon,17.439578,78.444303,10:30,20,20.7,31.0
131,D11,2026-04-11,2,L47,Himalaya Book World,17.295781,78.320436,11:31,34,39.65,59.5
131,D11,2026-04-11,3,L3,Heritage Fresh,17.47068,78.64609,13:17,12,26.13,39.2
131,D11,2026-04-11,4,L7,Q-Mart Gachibowli,17.367808,78.424605,14:19,19,0.0,0.0
132,D12,2026-04-11,1,L43,Naturals Salon,17.261136,78.581255,08:30,23,36.61,54.9
132,D12,2026-04-11,2,L44,Page 3 Luxury Salon,17.5814,78.661217,09:54,23,12.42,18.6
132,D12,2026-04-11,3,L3,Heritage Fresh,17.47068,78.64609,10:41,38,25.63,38.4
132,D12,2026-04-11,4,L39,Apollo Pharmacy,17.373906,78.426862,12:04,38,20.98,31.5
132,D12,2026-04-11,5,L26,Fabindia Gachibowli,17.550547,78.357339,13:19,19,23.47,35.2
132,D12,2026-04-11,6,L53,Bata Shoe Store,17.571565,78.577633,14:19,37,0.0,0.0
133,D1,2026-04-12,1,L17,Mebaz Banjara Hills,17.509227,78.692611,10:45,25,24.57,36.9
133,D1,2026-04-12,2,L59,GRT Jewellers,17.291577,78.65271,11:56,25,30.47,45.7
133,D1,2026-04-12,3,L41,Kimmee's Salon,17.565051,78.635259,13:17,34,23.78,35.7
133,D1,2026-04-12,4,L52,Puma Store,17.548973,78.411569,14:41,35,31.62,47.4
133,D1,2026-04-12,5,L22,Croma Jubilee Hills,17.265361,78.389728,16:13,38,20.52,30.8
133,D1,2026-04-12,6,L10,Metro Cash & Carry,17.286126,78.581747,17:35,32,0.0,0.0
134,D2,2026-04-12,1,L45,Lakme Salon,17.439578,78.444303,10:00,25,20.7,31.0
134,D2,2026-04-12,2,L47,Himalaya Book World,17.295781,78.320436,11:09,16,39.65,59.5
134,D2,2026-04-12,3,L3,Heritage Fresh,17.47068,78.64609,12:37,39,0.0,0.0
135,D3,2026-04-12,1,L42,Green Trends,17.536668,78.453831,08:45,31,25.5,38.2
135,D3,2026-04-12,2,L17,Mebaz Banjara Hills,17.509227,78.692611,10:04,30,42.84,64.3
135,D3,2026-04-12,3,L23,Reliance Digital,17.287846,78.362141,11:53,28,15.9,23.9
135,D3,2026-04-12,4,L25,IKEA Hyderabad,17.360466,78.233094,12:54,25,0.0,0.0
136,D4,2026-04-12,1,L45,Lakme Salon,17.439578,78.444303,09:30,28,20.7,31.0
136,D4,2026-04-12,2,L47,Himalaya Book World,17.295781,78.320436,10:40,26,39.65,59.5
136,D4,2026-04-12,3,L3,Heritage Fresh,17.47068,78.64609,12:10,23,0.0,0.0
137,D5,2026-04-12,1,L42,Green Trends,17.536668,78.453831,09:15,12,25.5,38.2
137,D5,2026-04-12,2,L17,Mebaz Banjara Hills,17.509227,78.692611,10:12,23,42.84,64.3
137,D5,2026-04-12,3,L23,Reliance Digital,17.287846,78.362141,11:49,16,15.9,23.9
137,D5,2026-04-12,4,L25,IKEA Hyderabad,17.360466,78.233094,12:37,25,0.0,0.0
138,D6,2026-04-12,1,L45,Lakme Salon,17.439578,78.444303,09:30,16,20.7,31.0
138,D6,2026-04-12,2,L47,Himalaya Book World,17.295781,78.320436,10:28,24,39.65,59.5
138,D6,2026-04-12,3,L3,Heritage Fresh,17.47068,78.64609,12:00,16,0.0,0.0
139,D7,2026-04-12,1,L43,Naturals Salon,17.261136,78.581255,08:15,10,36.61,54.9
139,D7,2026-04-12,2,L44,Page 3 Luxury Salon,17.5814,78.661217,09:33,27,12.42,18.6
139,D7,2026-04-12,3,L3,Heritage Fresh,17.47068,78.64609,10:33,38,25.63,38.4
139,D7,2026-04-12,4,L39,Apollo Pharmacy,17.373906,78.426862,12:04,19,20.98,31.5
139,D7,2026-04-12,5,L26,Fabindia Gachibowli,17.550547,78.357339,13:08,10,0.0,0.0
140,D8,2026-04-12,1,L43,Naturals Salon,17.261136,78.581255,09:30,34,36.61,54.9
140,D8,2026-04-12,2,L44,Page 3 Luxury Salon,17.5814,78.661217,11:04,10,12.42,18.6
140,D8,2026-04-12,3,L3,Heritage Fresh,17.47068,78.64609,11:42,10,25.63,38.4
140,D8,2026-04-12,4,L39,Apollo Pharmacy,17.373906,78.426862,12:43,33,20.98,31.5
140,D8,2026-04-12,5,L26,Fabindia Gachibowli,17.550547,78.357339,13:53,31,0.0,0.0
141,D9,2026-04-12,1,L45,Lakme Salon,17.439578,78.444303,10:15,26,20.7,31.0
141,D9,2026-04-12,2,L47,Himalaya Book World,17.295781,78.320436,11:17,28,39.65,59.5
141,D9,2026-04-12,3,L3,Heritage Fresh,17.47068,78.64609,12:56,15,0.0,0.0
142,D10,2026-04-12,1,L17,Mebaz Banjara Hills,17.509227,78.692611,08:30,28,24.57,36.9
142,D10,2026-04-12,2,L59,GRT Jewellers,17.291577,78.65271,09:49,30,30.47,45.7
142,D10,2026-04-12,3,L41,Kimmee's Salon,17.565051,78.635259,11:17,15,23.78,35.7
142,D10,2026-04-12,4,L52,Puma Store,17.548973,78.411569,12:20,19,31.62,47.4
142,D10,2026-04-12,5,L22,Croma Jubilee Hills,17.265361,78.389728,13:36,21,20.52,30.8
142,D10,2026-04-12,6,L10,Metro Cash & Carry,17.286126,78.581747,14:37,11,0.0,0.0
143,D11,2026-04-12,1,L43,Naturals Salon,17.261136,78.581255,08:15,39,36.61,54.9
143,D11,2026-04-12,2,L44,Page 3 Luxury Salon,17.5814,78.661217,09:55,37,12.42,18.6
143,D11,2026-04-12,3,L3,Heritage Fresh,17.47068,78.64609,10:56,10,25.63,38.4
143,D11,2026-04-12,4,L39,Apollo Pharmacy,17.373906,78.426862,11:52,14,20.98,31.5
143,D11,2026-04-12,5,L26,Fabindia Gachibowli,17.550547,78.357339,12:46,12,0.0,0.0
144,D12,2026-04-12,1,L17,Mebaz Banjara Hills,17.509227,78.692611,08:15,24,24.57,36.9
144,D12,2026-04-12,2,L59,GRT Jewellers,17.291577,78.65271,09:20,24,30.47,45.7
144,D12,2026-04-12,3,L41,Kimmee's Salon,17.565051,78.635259,10:36,40,23.78,35.7
144,D12,2026-04-12,4,L52,Puma Store,17.548973,78.411569,11:59,35,31.62,47.4
144,D12,2026-04-12,5,L22,Croma Jubilee Hills,17.265361,78.389728,13:32,12,20.52,30.8
144,D12,2026-04-12,6,L10,Metro Cash & Carry,17.286126,78.581747,14:30,23,0.0,0.0
145,D1,2026-04-13,1,L41,Kimmee's Salon,17.565051,78.635259,09:30,37,0.85,1.3
145,D1,2026-04-13,2,L46,Crossword Bookstore,17.571639,78.639361,10:19,39,51.44,77.2
145,D1,2026-04-13,3,L33,Pista House,17.261137,78.279991,12:28,10,30.32,45.5
145,D1,2026-04-13,4,L8,Nature's Basket,17.523772,78.203249,13:36,10,31.18,46.8
145,D1,2026-04-13,5,L23,Reliance Digital,17.287846,78.362141,14:47,20,37.2,55.8
145,D1,2026-04-13,6,L13,Forum Sujana Zara,17.414491,78.686558,16:18,31,0.0,0.0
146,D2,2026-04-13,1,L19,South India Shopping Mall,17.454274,78.382416,10:30,14,9.36,14.0
146,D2,2026-04-13,2,L37,Alankrita Boutique,17.472684,78.468485,11:05,29,31.46,47.2
146,D2,2026-04-13,3,L60,Lalitha Jewellery,17.228343,78.319002,12:31,34,36.82,55.2
146,D2,2026-04-13,4,L15,Hyderabad Central,17.554181,78.380818,14:06,15,34.3,51.4
146,D2,2026-04-13,5,L33,Pista House,17.261137,78.279991,15:26,19,12.12,18.2
146,D2,2026-04-13,6,L25,IKEA Hyderabad,17.360466,78.233094,16:10,21,20.34,30.5
146,D2,2026-04-13,7,L7,Q-Mart Gachibowli,17.367808,78.424605,17:06,16,0.0,0.0
147,D3,2026-04-13,1,L41,Kimmee's Salon,17.565051,78.635259,09:45,29,0.85,1.3
147,D3,2026-04-13,2,L46,Crossword Bookstore,17.571639,78.639361,10:30,14,51.44,77.2
147,D3,2026-04-13,3,L33,Pista House,17.261137,78.279991,12:12,24,30.32,45.5
147,D3,2026-04-13,4,L8,Nature's Basket,17.523772,78.203249,13:36,24,31.18,46.8
147,D3,2026-04-13,5,L23,Reliance Digital,17.287846,78.362141,14:53,30,37.2,55.8
147,D3,2026-04-13,6,L13,Forum Sujana Zara,17.414491,78.686558,16:28,23,0.0,0.0
148,D4,2026-04-13,1,L42,Green Trends,17.536668,78.453831,09:30,22,25.5,38.2
148,D4,2026-04-13,2,L17,Mebaz Banjara Hills,17.509227,78.692611,10:45,35,42.84,64.3
148,D4,2026-04-13,3,L23,Reliance Digital,17.287846,78.362141,12:29,37,0.0,0.0
149,D5,2026-04-13,1,L41,Kimmee's Salon,17.565051,78.635259,09:30,12,0.85,1.3
149,D5,2026-04-13,2,L46,Crossword Bookstore,17.571639,78.639361,09:49,18,51.44,77.2
149,D5,2026-04-13,3,L33,Pista House,17.261137,78.279991,11:35,14,30.32,45.5
149,D5,2026-04-13,4,L8,Nature's Basket,17.523772,78.203249,12:42,11,31.18,46.8
149,D5,2026-04-13,5,L23,Reliance Digital,17.287846,78.362141,13:44,35,37.2,55.8
149,D5,2026-04-13,6,L13,Forum Sujana Zara,17.414491,78.686558,15:22,28,0.0,0.0
150,D6,2026-04-13,1,L41,Kimmee's Salon,17.565051,78.635259,08:00,36,0.85,1.3
150,D6,2026-04-13,2,L46,Crossword Bookstore,17.571639,78.639361,08:47,38,51.44,77.2
150,D6,2026-04-13,3,L33,Pista House,17.261137,78.279991,10:53,16,30.32,45.5
150,D6,2026-04-13,4,L8,Nature's Basket,17.523772,78.203249,12:03,19,31.18,46.8
150,D6,2026-04-13,5,L23,Reliance Digital,17.287846,78.362141,13:20,14,37.2,55.8
150,D6,2026-04-13,6,L13,Forum Sujana Zara,17.414491,78.686558,14:37,23,0.0,0.0
151,D7,2026-04-13,1,L17,Mebaz Banjara Hills,17.509227,78.692611,09:30,32,24.57,36.9
151,D7,2026-04-13,2,L59,GRT Jewellers,17.291577,78.65271,10:49,37,30.47,45.7
151,D7,2026-04-13,3,L41,Kimmee's Salon,17.565051,78.635259,12:27,33,23.78,35.7
151,D7,2026-04-13,4,L52,Puma Store,17.548973,78.411569,13:44,21,31.62,47.4
151,D7,2026-04-13,5,L22,Croma Jubilee Hills,17.265361,78.389728,15:01,39,0.0,0.0
152,D8,2026-04-13,1,L19,South India Shopping Mall,17.454274,78.382416,08:45,34,9.36,14.0
152,D8,2026-04-13,2,L37,Alankrita Boutique,17.472684,78.468485,09:44,30,31.46,47.2
152,D8,2026-04-13,3,L60,Lalitha Jewellery,17.228343,78.319002,11:08,22,36.82,55.2
152,D8,2026-04-13,4,L15,Hyderabad Central,17.554181,78.380818,12:33,35,34.3,51.4
152,D8,2026-04-13,5,L33,Pista House,17.261137,78.279991,14:05,29,12.12,18.2
152,D8,2026-04-13,6,L25,IKEA Hyderabad,17.360466,78.233094,14:58,38,20.34,30.5
152,D8,2026-04-13,7,L7,Q-Mart Gachibowli,17.367808,78.424605,16:12,30,0.0,0.0
153,D9,2026-04-13,1,L42,Green Trends,17.536668,78.453831,09:45,25,25.5,38.2
153,D9,2026-04-13,2,L17,Mebaz Banjara Hills,17.509227,78.692611,10:54,11,42.84,64.3
153,D9,2026-04-13,3,L23,Reliance Digital,17.287846,78.362141,12:18,32,0.0,0.0
154,D10,2026-04-13,1,L19,South India Shopping Mall,17.454274,78.382416,10:30,16,9.36,14.0
154,D10,2026-04-13,2,L37,Alankrita Boutique,17.472684,78.468485,11:11,25,31.46,47.2
154,D10,2026-04-13,3,L60,Lalitha Jewellery,17.228343,78.319002,12:31,24,36.82,55.2
154,D10,2026-04-13,4,L15,Hyderabad Central,17.554181,78.380818,14:03,10,34.3,51.4
154,D10,2026-04-13,5,L33,Pista House,17.261137,78.279991,15:16,18,12.12,18.2
154,D10,2026-04-13,6,L25,IKEA Hyderabad,17.360466,78.233094,16:04,23,20.34,30.5
154,D10,2026-04-13,7,L7,Q-Mart Gachibowli,17.367808,78.424605,17:12,30,0.0,0.0
155,D11,2026-04-13,1,L42,Green Trends,17.536668,78.453831,10:45,28,25.5,38.2
155,D11,2026-04-13,2,L17,Mebaz Banjara Hills,17.509227,78.692611,12:04,27,42.84,64.3
155,D11,2026-04-13,3,L23,Reliance Digital,17.287846,78.362141,13:44,31,0.0,0.0
156,D12,2026-04-13,1,L19,South India Shopping Mall,17.454274,78.382416,10:45,25,9.36,14.0
156,D12,2026-04-13,2,L37,Alankrita Boutique,17.472684,78.468485,11:35,38,31.46,47.2
156,D12,2026-04-13,3,L60,Lalitha Jewellery,17.228343,78.319002,13:08,34,36.82,55.2
156,D12,2026-04-13,4,L15,Hyderabad Central,17.554181,78.380818,14:47,14,34.3,51.4
156,D12,2026-04-13,5,L33,Pista House,17.261137,78.279991,16:00,40,12.12,18.2
156,D12,2026-04-13,6,L25,IKEA Hyderabad,17.360466,78.233094,17:06,37,20.34,30.5
156,D12,2026-04-13,7,L7,Q-Mart Gachibowli,17.367808,78.424605,18:20,33,0.0,0.0
157,D1,2026-04-14,1,L41,Kimmee's Salon,17.565051,78.635259,09:15,29,0.85,1.3
157,D1,2026-04-14,2,L46,Crossword Bookstore,17.571639,78.639361,09:57,17,51.44,77.2
157,D1,2026-04-14,3,L33,Pista House,17.261137,78.279991,11:38,10,30.32,45.5
157,D1,2026-04-14,4,L8,Nature's Basket,17.523772,78.203249,12:39,21,31.18,46.8
157,D1,2026-04-14,5,L23,Reliance Digital,17.287846,78.362141,13:56,17,0.0,0.0
158,D2,2026-04-14,1,L17,Mebaz Banjara Hills,17.509227,78.692611,08:15,31,24.57,36.9
158,D2,2026-04-14,2,L59,GRT Jewellers,17.291577,78.65271,09:30,39,30.47,45.7
158,D2,2026-04-14,3,L41,Kimmee's Salon,17.565051,78.635259,11:01,11,23.78,35.7
158,D2,2026-04-14,4,L52,Puma Store,17.548973,78.411569,11:59,28,0.0,0.0
159,D3,2026-04-14,1,L19,South India Shopping Mall,17.454274,78.382416,10:00,22,9.36,14.0
159,D3,2026-04-14,2,L37,Alankrita Boutique,17.472684,78.468485,10:43,31,31.46,47.2
159,D3,2026-04-14,3,L60,Lalitha Jewellery,17.228343,78.319002,12:13,17,36.82,55.2
159,D3,2026-04-14,4,L15,Hyderabad Central,17.554181,78.380818,13:38,36,34.3,51.4
159,D3,2026-04-14,5,L33,Pista House,17.261137,78.279991,15:13,29,12.12,18.2
159,D3,2026-04-14,6,L25,IKEA Hyderabad,17.360466,78.233094,16:09,10,0.0,0.0
160,D4,2026-04-14,1,L19,South India Shopping Mall,17.454274,78.382416,08:30,13,9.36,14.0
160,D4,2026-04-14,2,L37,Alankrita Boutique,17.472684,78.468485,09:10,20,31.46,47.2
160,D4,2026-04-14,3,L60,Lalitha Jewellery,17.228343,78.319002,10:28,15,36.82,55.2
160,D4,2026-04-14,4,L15,Hyderabad Central,17.554181,78.380818,11:52,21,34.3,51.4
160,D4,2026-04-14,5,L33,Pista House,17.261137,78.279991,13:17,25,12.12,18.2
160,D4,2026-04-14,6,L25,IKEA Hyderabad,17.360466,78.233094,14:14,39,0.0,0.0
161,D5,2026-04-14,1,L19,South India Shopping Mall,17.454274,78.382416,09:00,26,9.36,14.0
161,D5,2026-04-14,2,L37,Alankrita Boutique,17.472684,78.468485,09:48,27,31.46,47.2
161,D5,2026-04-14,3,L60,Lalitha Jewellery,17.228343,78.319002,11:09,17,36.82,55.2
161,D5,2026-04-14,4,L15,Hyderabad Central,17.554181,78.380818,12:36,28,34.3,51.4
161,D5,2026-04-14,5,L33,Pista House,17.261137,78.279991,14:07,11,12.12,18.2
161,D5,2026-04-14,6,L25,IKEA Hyderabad,17.360466,78.233094,14:49,25,0.0,0.0
162,D6,2026-04-14,1,L19,South India Shopping Mall,17.454274,78.382416,10:00,11,9.36,14.0
162,D6,2026-04-14,2,L37,Alankrita Boutique,17.472684,78.468485,10:40,16,31.46,47.2
162,D6,2026-04-14,3,L60,Lalitha Jewellery,17.228343,78.319002,11:56,16,36.82,55.2
162,D6,2026-04-14,4,L15,Hyderabad Central,17.554181,78.380818,13:18,25,34.3,51.4
162,D6,2026-04-14,5,L33,Pista House,17.261137,78.279991,14:48,40,12.12,18.2
162,D6,2026-04-14,6,L25,IKEA Hyderabad,17.360466,78.233094,15:56,24,0.0,0.0
163,D7,2026-04-14,1,L43,Naturals Salon,17.261136,78.581255,08:00,27,36.61,54.9
163,D7,2026-04-14,2,L44,Page 3 Luxury Salon,17.5814,78.661217,09:35,24,12.42,18.6
163,D7,2026-04-14,3,L3,Heritage Fresh,17.47068,78.64609,10:32,15,0.0,0.0
164,D8,2026-04-14,1,L41,Kimmee's Salon,17.565051,78.635259,08:30,13,0.85,1.3
164,D8,2026-04-14,2,L46,Crossword Bookstore,17.571639,78.639361,08:53,40,51.44,77.2
164,D8,2026-04-14,3,L33,Pista House,17.261137,78.279991,10:59,24,30.32,45.5
164,D8,2026-04-14,4,L8,Nature's Basket,17.523772,78.203249,12:21,29,31.18,46.8
164,D8,2026-04-14,5,L23,Reliance Digital,17.287846,78.362141,13:47,13,0.0,0.0
165,D9,2026-04-14,1,L19,South India Shopping Mall,17.454274,78.382416,09:00,10,9.36,14.0
165,D9,2026-04-14,2,L37,Alankrita Boutique,17.472684,78.468485,09:29,40,31.46,47.2
165,D9,2026-04-14,3,L60,Lalitha Jewellery,17.228343,78.319002,11:07,12,36.82,55.2
165,D9,2026-04-14,4,L15,Hyderabad Central,17.554181,78.380818,12:26,17,34.3,51.4
165,D9,2026-04-14,5,L33,Pista House,17.261137,78.279991,13:41,23,12.12,18.2
165,D9,2026-04-14,6,L25,IKEA Hyderabad,17.360466,78.233094,14:38,38,0.0,0.0
166,D10,2026-04-14,1,L5,Reliance Smart Jubilee,17.287455,78.452678,09:00,15,25.13,37.7
166,D10,2026-04-14,2,L24,Darpan Furnishings,17.291619,78.21605,10:07,29,33.83,50.7
166,D10,2026-04-14,3,L18,Kalanikethan Kukatpally,17.546593,78.390063,11:38,23,41.99,63.0
166,D10,2026-04-14,4,L58,Jos Alukkas,17.202876,78.55392,13:09,20,43.0,64.5
166,D10,2026-04-14,5,L40,Apollo Health City,17.588755,78.580981,14:38,25,22.38,33.6
166,D10,2026-04-14,6,L13,Forum Sujana Zara,17.414491,78.686558,15:51,40,31.45,47.2
166,D10,2026-04-14,7,L54,Metro Shoes,17.48518,78.399496,17:28,19,0.0,0.0
167,D11,2026-04-14,1,L17,Mebaz Banjara Hills,17.509227,78.692611,08:00,17,24.57,36.9
167,D11,2026-04-14,2,L59,GRT Jewellers,17.291577,78.65271,08:59,20,30.47,45.7
167,D11,2026-04-14,3,L41,Kimmee's Salon,17.565051,78.635259,10:16,20,23.78,35.7
167,D11,2026-04-14,4,L52,Puma Store,17.548973,78.411569,11:18,36,0.0,0.0
168,D12,2026-04-14,1,L43,Naturals Salon,17.261136,78.581255,09:45,33,36.61,54.9
168,D12,2026-04-14,2,L44,Page 3 Luxury Salon,17.5814,78.661217,11:18,26,12.42,18.6
168,D12,2026-04-14,3,L3,Heritage Fresh,17.47068,78.64609,12:13,22,0.0,0.0
169,D1,2026-04-15,1,L17,Mebaz Banjara Hills,17.509227,78.692611,10:15,18,24.57,36.9
169,D1,2026-04-15,2,L59,GRT Jewellers,17.291577,78.65271,11:22,29,30.47,45.7
169,D1,2026-04-15,3,L41,Kimmee's Salon,17.565051,78.635259,12:44,27,0.0,0.0
170,D2,2026-04-15,1,L17,Mebaz Banjara Hills,17.509227,78.692611,10:30,35,24.57,36.9
170,D2,2026-04-15,2,L59,GRT Jewellers,17.291577,78.65271,11:51,39,30.47,45.7
170,D2,2026-04-15,3,L41,Kimmee's Salon,17.565051,78.635259,13:30,20,0.0,0.0
171,D3,2026-04-15,1,L17,Mebaz Banjara Hills,17.509227,78.692611,08:30,35,24.57,36.9
171,D3,2026-04-15,2,L59,GRT Jewellers,17.291577,78.65271,09:54,22,30.47,45.7
171,D3,2026-04-15,3,L41,Kimmee's Salon,17.565051,78.635259,11:13,13,0.0,0.0
172,D4,2026-04-15,1,L5,Reliance Smart Jubilee,17.287455,78.452678,10:15,21,25.13,37.7
172,D4,2026-04-15,2,L24,Darpan Furnishings,17.291619,78.21605,11:21,16,33.83,50.7
172,D4,2026-04-15,3,L18,Kalanikethan Kukatpally,17.546593,78.390063,12:37,37,41.99,63.0
172,D4,2026-04-15,4,L58,Jos Alukkas,17.202876,78.55392,14:27,33,43.0,64.5
172,D4,2026-04-15,5,L40,Apollo Health City,17.588755,78.580981,16:09,39,22.38,33.6
172,D4,2026-04-15,6,L13,Forum Sujana Zara,17.414491,78.686558,17:33,24,0.0,0.0
173,D5,2026-04-15,1,L5,Reliance Smart Jubilee,17.287455,78.452678,08:00,20,25.13,37.7
173,D5,2026-04-15,2,L24,Darpan Furnishings,17.291619,78.21605,09:09,31,33.83,50.7
173,D5,2026-04-15,3,L18,Kalanikethan Kukatpally,17.546593,78.390063,10:44,29,41.99,63.0
173,D5,2026-04-15,4,L58,Jos Alukkas,17.202876,78.55392,12:26,38,43.0,64.5
173,D5,2026-04-15,5,L40,Apollo Health City,17.588755,78.580981,14:16,23,22.38,33.6
173,D5,2026-04-15,6,L13,Forum Sujana Zara,17.414491,78.686558,15:18,21,0.0,0.0
174,D6,2026-04-15,1,L41,Kimmee's Salon,17.565051,78.635259,10:45,35,0.85,1.3
174,D6,2026-04-15,2,L46,Crossword Bookstore,17.571639,78.639361,11:26,24,51.44,77.2
174,D6,2026-04-15,3,L33,Pista House,17.261137,78.279991,13:12,25,30.32,45.5
174,D6,2026-04-15,4,L8,Nature's Basket,17.523772,78.203249,14:33,12,0.0,0.0
175,D7,2026-04-15,1,L41,Kimmee's Salon,17.565051,78.635259,08:30,24,0.85,1.3
175,D7,2026-04-15,2,L46,Crossword Bookstore,17.571639,78.639361,09:03,11,51.44,77.2
175,D7,2026-04-15,3,L33,Pista House,17.261137,78.279991,10:45,32,30.32,45.5
175,D7,2026-04-15,4,L8,Nature's Basket,17.523772,78.203249,12:16,16,0.0,0.0
